direccion,Patron
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. APARTAMENTO TIPO B 1001 NIVEL 10.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. APARTAMENTO TIPO A 1002 NIVEL 10.,7
CARRERA 24A  3-30 B/MIRAFLORES,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. APARTAMENTO TIPO B 1101 NIVEL 11.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. APARTAMENTO TIPO A 1102 NIVEL 11.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. APARTAMENTO TIPO B 1201 NIVEL 12.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. APARTAMENTO TIPO A 1202 NIVEL 12.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 45 - DEPOSITO D32 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 46 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 47 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 48 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 49 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 50 SOTANO 2.,7
CARRERA 28  -9 B 33  LOTE Y CASA,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 51 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 52 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 53 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 54 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 55 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 56 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 57 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 58 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 59 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 60 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 61 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 62 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 63 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 64-DEPOSITO D35  SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 65 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 66 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 67 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 68 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 69 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 70 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 71 - DEPOSITO D25 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 72 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 73 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 74 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 75 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 76 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 77 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 78 SOTANO 2.,7
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 411,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 411,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 412,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 412,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 413,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 413,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 414,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 414,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 415,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 415,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 416,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 416,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 417,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 417,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 418,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 418,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 419,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 419,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 420,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 420,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 421,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 421,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 422,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 422,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 423,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 423,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 424,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 424,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 425,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 425,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 426,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 426,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 427,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 427,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 428,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 428,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 429,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 429,2
CARRERA 40/40A  CALLE 9B/9D URBANIZACION LOS CAMBULOS,8
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 430,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 430,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 501,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 501,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 502,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 502,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 503,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 503,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 504,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 504,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 505,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 505,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 506,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 506,2
CALLE 31  11-G-11 BARRIO BENJAMIN HERRERA,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 79 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 80 SOTANO 2.,7
AVENIDA 2AN  35-N-09 PRADOS DEL NORTE LOTE DE TERRENO A,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 81 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 82 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 83 - DEPOSITO D34  SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 84 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 85 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 86 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 87 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 88 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 89 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 93 SOTANO 2.,7
AVENIDA 2AN  35-AN-15 URB.PRADOS DEL NORTE LOTE DE TERRENO,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 94 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 96 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D14 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D15 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D16 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D17 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D18 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D19 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D20 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D21 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D22 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D23 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D24 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D26 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D27 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. DEPOSITO D33 SOTANO 2.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 1 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 2 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 3 SOTANO 1.,7
TRANSVERSAL 30  -17F-136,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 4 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 5 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 6 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 7 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 8 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 9 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 10 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 11 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 12 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 13 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 14 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 15 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 16 SOTANO 1.,7
LOTE 1042  MZ. 44 BARRIO SAN LUIS.,8
CARRERA 93  4-99 URB.LA ESMERALDA CALI,8
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 507,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 507,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 508,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 508,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 509,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 509,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 510,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 510,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 511,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 511,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 512,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 512,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 513,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 513,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 514,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 514,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 515,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 515,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 516,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 516,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 517,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 517,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 518,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 518,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 519,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 519,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 520,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 520,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 521,2
AVENIDA 5B -52 NORTE-58 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 521,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 522,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 523,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 524,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 525,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 526,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 527,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 528,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 529,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 530,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 601,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 602,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 603,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 604,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 605,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 606,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 607,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 608,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 609,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 610,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 611,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 612,2
AVENIDA 5B  58 NORTE-52 CONJUNTO RESIDENCIAL ALTO LIVING VIS APARTAMENTO 613,2
BARRIO PALERMO,8
CALLE 37 -41-G-55 B/LA UNION,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 17 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 18 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 19 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 20- DEPOSITO D36 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 21 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 22 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 23 SOTANO 1.,7
CALLE 27  32-B-18,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 24 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 25 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 26 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 27 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 28 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 29 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 30 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 31 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 32 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 33 SOTANO 1.,7
CALLE 6A  -62C- 09  URBANIZ. SEGUROS PATRIA,8
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 34 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 35 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 36 SOTANO 1.,7
CARRERA 2 B 11 OESTE-29  DIFICIO SIERRAS DEL NOGAL ELITE  P.H. PARQUEADERO 37 SOTANO 1.,7
